word,sentiment,n
renders,positive,30
repertoire,positive,30
reply,positive,30
request,negative,30
resorting,positive,30
resourceful,positive,30
resurrected,negative,30
reversed,negative,30
ricardo,positive,30
ringing,positive,30
ritchie,positive,30
rizzo,positive,30
roads,positive,30
roaring,negative,30
rosanna,negative,30
ruining,positive,30
rumors,positive,30
rushing,positive,30
sabotage,negative,30
saddest,positive,30
saloon,negative,30
saxon,negative,30
scheming,negative,30
schizophrenic,negative,30
schumacher,positive,30
screwing,negative,30
scripting,positive,30
scully,positive,30
scum,negative,30
sealed,positive,30
seated,positive,30
separates,positive,30
sessions,negative,30
shady,negative,30
shakes,positive,30
shaq,negative,30
shelley,negative,30
shield,negative,30
skating,negative,30
skillful,positive,30
slam,negative,30
slapped,positive,30
slept,positive,30
smug,positive,30
snatch,negative,30
snatch,positive,30
solar,negative,30
sooo,negative,30
sooooo,negative,30
spielberg's,negative,30
splash,positive,30
sprinkled,negative,30
stack,negative,30
stir,negative,30
stressed,positive,30
stretches,positive,30
stretching,negative,30
subdued,negative,30
succession,positive,30
sultry,positive,30
superstar,negative,30
surfers,positive,30
suspicions,negative,30
tasks,positive,30
teri,positive,30
tested,negative,30
thanksgiving,negative,30
thematically,positive,30
thirteen,negative,30
throwaway,negative,30
thunder,positive,30
tigerland,positive,30
tilly,negative,30
tissue,negative,30
todays,negative,30
touted,negative,30
tow,negative,30
towel,negative,30
traitor,negative,30
traumatized,positive,30
triad,positive,30
troopers,positive,30
trucks,negative,30
twenties,negative,30
tying,negative,30
una,positive,30
undermined,negative,30
underwhelming,negative,30
unintentional,positive,30
unlikable,positive,30
unmotivated,negative,30
unwittingly,positive,30
utah,positive,30
utilized,negative,30
vagina,negative,30
vanishes,negative,30
vanishing,positive,30
verhoeven's,positive,30
vet,negative,30
vibe,negative,30
viewings,negative,30
visionary,positive,30
warners,positive,30
whack,negative,30
wheeler,negative,30
wheels,negative,30
whipped,negative,30
wilde,positive,30
wimp,negative,30
worries,negative,30
wwi,negative,30
yikes,negative,30
yo,negative,30
yul,negative,30
zen,positive,30
zeppelin,positive,30
à,positive,30
01,positive,29
14th,positive,29
1945,negative,29
39,negative,29
actioner,negative,29
adapting,negative,29
addictive,positive,29
ads,positive,29
aggression,positive,29
airline,negative,29
altman's,positive,29
amelia,negative,29
andrea,positive,29
announces,positive,29
aptly,negative,29
armor,positive,29
arranged,negative,29
artistically,negative,29
assist,positive,29
atheist,negative,29
attachment,negative,29
autistic,negative,29
autopsy,negative,29
aviv,positive,29
awaits,positive,29
backward,negative,29
bathsheba,positive,29
bathtub,positive,29
battlestar,positive,29
batwoman,positive,29
beard,positive,29
bee,positive,29
behaviors,positive,29
believably,positive,29
bells,positive,29
benton,positive,29
betrays,positive,29
bitterness,positive,29
blinded,positive,29
bloke,positive,29
bobbie,positive,29
boggles,negative,29
bradley,negative,29
branch,negative,29
brazilian,negative,29
bullies,negative,29
burlesque,positive,29
burroughs,positive,29
bury,positive,29
busted,positive,29
byrne,positive,29
camaraderie,positive,29
candidates,positive,29
candles,negative,29
caretaker,negative,29
carface,positive,29
carlito's,negative,29
caroline,negative,29
cassie,positive,29
cecil,negative,29
champions,positive,29
chimney,positive,29
chubby,negative,29
cindy,negative,29
claudia,positive,29
closeup,negative,29
cocky,positive,29
coffin,positive,29
combines,negative,29
comebacks,negative,29
comically,negative,29
commitment,negative,29
completists,negative,29
comrades,positive,29
condemn,positive,29
confessions,positive,29
confined,negative,29
confirm,negative,29
continuation,negative,29
convicts,negative,29
cooler,positive,29
cottage,positive,29
counterpart,negative,29
crane,negative,29
cranes,positive,29
craziness,positive,29
crud,negative,29
crushing,positive,29
cuban,negative,29
culp,positive,29
cured,positive,29
dangling,negative,29
danner,positive,29
danning,negative,29
danny's,positive,29
daphne,positive,29
deborah,negative,29
delicate,negative,29
dental,positive,29
departure,negative,29
despise,positive,29
dialect,positive,29
diminished,positive,29
disgruntled,negative,29
disk,negative,29
disservice,negative,29
diving,negative,29
division,negative,29
doubtful,positive,29
dourif,negative,29
downhill,positive,29
dual,positive,29
ducks,negative,29
earliest,negative,29
eclectic,positive,29
edges,negative,29
effectiveness,positive,29
eliminated,positive,29
embarks,positive,29
enables,positive,29
erm,negative,29
ernst,positive,29
esque,negative,29
excesses,negative,29
exchanges,positive,29
exhausted,negative,29
fanatics,positive,29
fantastical,positive,29
fares,negative,29
fascism,positive,29
favorable,negative,29
fencing,negative,29
fewer,negative,29
finland,positive,29
fleeing,negative,29
fleming,positive,29
flows,negative,29
fluffy,positive,29
foe,positive,29
forgiveness,negative,29
formerly,positive,29
forrest,negative,29
fourteen,negative,29
fourteen,positive,29
fullest,positive,29
galore,positive,29
gardiner,positive,29
gays,positive,29
gee,positive,29
geeky,negative,29
geeky,positive,29
ghastly,positive,29
gi,positive,29
glow,negative,29
godard,negative,29
goldfish,positive,29
goof,positive,29
gorilla,positive,29
goya,negative,29
griffin,negative,29
grindhouse,negative,29
grumpy,positive,29
guides,positive,29
guiding,positive,29
guise,positive,29
hamill,negative,29
hans,negative,29
harlem,positive,29
hartman,positive,29
hatch,negative,29
haunts,positive,29
havilland,positive,29
heap,positive,29
heavens,negative,29
heavyweight,positive,29
heightened,positive,29
heiress,positive,29
helmet,negative,29
heroines,positive,29
hes,positive,29
heyday,negative,29
hilliard,positive,29
historian,positive,29
hitchcockian,positive,29
hiv,negative,29
hooper,positive,29
hopelessness,positive,29
horrendously,negative,29
hunky,positive,29
hurting,negative,29
idyllic,positive,29
imho,negative,29
immigrant,negative,29
incomprehensible,positive,29
inexplicably,positive,29
infidelity,negative,29
inherit,positive,29
injected,negative,29
intelligently,negative,29
intends,negative,29
intimidating,negative,29
invade,positive,29
irritates,negative,29
islam,negative,29
jacqueline,positive,29
jaffar,positive,29
jansen,positive,29
jerky,positive,29
jo,negative,29
jocks,negative,29
journeys,positive,29
judi,positive,29
juliette,negative,29
kamal,negative,29
kathleen,negative,29
kei,positive,29
kentucky,positive,29
kerry,positive,29
kibbutz,negative,29
kimberly,positive,29
kinski,positive,29
largo,positive,29
lassie,negative,29
lays,negative,29
legally,negative,29
lester,positive,29
lightly,negative,29
lightweight,negative,29
locales,negative,29
locks,positive,29
lombard,positive,29
loneliness,negative,29
loosing,positive,29
louisiana,negative,29
lsd,negative,29
lung,positive,29
mac,positive,29
machete,negative,29
maclaine,negative,29
manipulate,negative,29
mann,negative,29
marginal,negative,29
math,positive,29
mausoleum,positive,29
maze,positive,29
mcadams,positive,29
mcdermott,negative,29
mcqueen,negative,29
metaphysical,positive,29
meticulous,positive,29
michele,positive,29
microphone,negative,29
modicum,negative,29
montand,positive,29
motor,negative,29
mummy's,negative,29
muni,positive,29
muscles,negative,29
mustache,positive,29
narratives,positive,29
nash,positive,29
natasha,positive,29
nathan,negative,29
nation's,positive,29
newton,positive,29
nineties,negative,29
nobility,positive,29
nubile,negative,29
observing,positive,29
oddball,negative,29
officials,negative,29
olive,positive,29
opted,negative,29
opus,negative,29
organic,positive,29
ours,positive,29
outbursts,positive,29
outtakes,negative,29
paget,positive,29
partying,negative,29
passionately,positive,29
patently,negative,29
pathos,negative,29
patsy,positive,29
peer,positive,29
peril,positive,29
perlman,negative,29
perverted,positive,29
pi,negative,29
pill,negative,29
pimlico,positive,29
pipe,negative,29
pistol,positive,29
pitched,positive,29
pits,negative,29
plainly,negative,29
plausibility,negative,29
pleasance,negative,29
plentiful,negative,29
poisoned,positive,29
poking,positive,29
polly,positive,29
powell's,positive,29
practices,negative,29
preparation,negative,29
pretentiousness,negative,29
prevented,positive,29
printed,negative,29
privileged,positive,29
problematic,positive,29
proclaimed,negative,29
prominently,negative,29
promo,negative,29
proposal,positive,29
pursuing,negative,29
puzzles,positive,29
pyramid,negative,29
pyun,negative,29
rainer,positive,29
ranges,negative,29
rapists,negative,29
raveena,positive,29
recurring,negative,29
rednecks,negative,29
reflections,positive,29
regal,positive,29
remorse,negative,29
reno,positive,29
repair,positive,29
requiem,negative,29
researched,negative,29
reverend,negative,29
richer,positive,29
ringwald,positive,29
riots,positive,29
rituals,negative,29
robards,positive,29
rocker,positive,29
romances,negative,29
rooker,negative,29
sabretooth,negative,29
scan,positive,29
scarlet,negative,29
schwarzenegger,positive,29
sebastian,positive,29
senile,negative,29
sensational,negative,29
serviceable,negative,29
shaken,positive,29
sheeta,positive,29
sheila,negative,29
ship's,negative,29
showgirls,negative,29
sickly,positive,29
sim,positive,29
simulated,negative,29
skateboard,positive,29
skeptical,negative,29
skies,positive,29
skirt,negative,29
sneaking,negative,29
speakers,negative,29
specialist,negative,29
spellbinding,positive,29
spoiling,negative,29
spouse,positive,29
springs,negative,29
stable,negative,29
stairway,positive,29
stalwart,positive,29
stealer,positive,29
stealth,negative,29
sterling,negative,29
stills,positive,29
strained,positive,29
straw,positive,29
struggled,negative,29
subjective,negative,29
submit,negative,29
sued,negative,29
sufficiently,negative,29
sunlight,negative,29
swain,negative,29
swank,positive,29
swat,negative,29
sweaty,negative,29
sweeps,positive,29
tacked,positive,29
tae,positive,29
tails,negative,29
talbot,negative,29
tan,positive,29
tempo,positive,29
temptation,negative,29
tendencies,positive,29
terminal,positive,29
thespian,negative,29
torment,negative,29
tow,positive,29
town's,negative,29
traditionally,positive,29
traitor,positive,29
transform,positive,29
tucker,positive,29
unbalanced,negative,29
undemanding,negative,29
undercurrent,positive,29
unfocused,negative,29
unfolding,negative,29
unlucky,positive,29
unmemorable,negative,29
unrated,positive,29
unscathed,negative,29
unusually,negative,29
varying,negative,29
vegetable,positive,29
vessel,positive,29
vibrant,negative,29
vitality,positive,29
vonnegut,positive,29
vu,negative,29
wan,negative,29
waterston,positive,29
wb,negative,29
whereabouts,positive,29
who'd,negative,29
willingly,negative,29
wimpy,negative,29
wisconsin,positive,29
wistful,positive,29
woke,positive,29
womanizing,positive,29
worm,negative,29
worm,positive,29
wrestlers,negative,29
yakuza,positive,29
yankee,positive,29
yell,positive,29
zealand,positive,29
zelda,positive,29
zodiac,negative,29
zooms,negative,29
1948,negative,28
32,positive,28
97,negative,28
accusations,negative,28
adviser,positive,28
afghan,positive,28
afro,negative,28
aided,negative,28
ailing,positive,28
aims,positive,28
akira,positive,28
alibi,positive,28
allan,negative,28
alliance,negative,28
alot,negative,28
amnesia,negative,28
anatomy,negative,28
ang,negative,28
animator,positive,28
announces,negative,28
annoy,positive,28
approve,positive,28
archetypal,positive,28
askey,positive,28
asteroid,negative,28
astin,positive,28
author's,positive,28
awaiting,negative,28
baba,positive,28
backstory,negative,28
bafta,positive,28
bake,positive,28
barcelona,positive,28
barrel,positive,28
basics,positive,28
baxter,positive,28
befriended,positive,28
belgian,positive,28
beta,negative,28
bimbo,positive,28
bloodline,negative,28
blurred,negative,28
bowling,positive,28
boyish,positive,28
brained,negative,28
brainwashed,negative,28
breeze,positive,28
brewer,positive,28
britney,positive,28
bunker,positive,28
bunuel,negative,28
burgess,positive,28
busted,negative,28
cancel,positive,28
cannibalistic,negative,28
cans,negative,28
capitalist,negative,28
capra,positive,28
capshaw,negative,28
capt,negative,28
cardinal,negative,28
caretaker,positive,28
caribbean,positive,28
carlito,negative,28
casted,negative,28
ceiling,positive,28
centres,positive,28
champlain,positive,28
chaplin's,negative,28
cheaply,positive,28
cheesiest,negative,28
choreographer,positive,28
chunk,positive,28
churning,negative,28
clan,negative,28
cleverness,positive,28
climbs,positive,28
clubs,negative,28
coffy,negative,28
cohesion,negative,28
coincidentally,positive,28
collapses,negative,28
collected,positive,28
colossal,negative,28
comforting,positive,28
compilation,positive,28
complains,negative,28
comprehension,negative,28
concentration,negative,28
concrete,positive,28
conduct,positive,28
confines,negative,28
confirm,positive,28
confirms,negative,28
conniving,positive,28
contents,positive,28
cooley,positive,28
corporations,positive,28
cosmic,negative,28
courtroom,negative,28
credentials,negative,28
creepiness,negative,28
cristina,positive,28
crook,negative,28
crouse,positive,28
crumbling,positive,28
culminates,positive,28
cured,negative,28
d'amato,positive,28
dashing,negative,28
defending,negative,28
defining,negative,28
delusional,negative,28
demeanor,negative,28
denied,negative,28
denmark,positive,28
dense,negative,28
dense,positive,28
departments,negative,28
devgan,negative,28
diabolical,positive,28
dis,negative,28
disappointments,positive,28
disconcerting,positive,28
disdain,negative,28
distorted,positive,28
disturb,positive,28
documents,negative,28
dolby,positive,28
donner,negative,28
dorian,positive,28
drab,positive,28
drastically,positive,28
dreaded,positive,28
drugged,positive,28
drum,negative,28
dumps,positive,28
duties,negative,28
dv,negative,28
easiest,positive,28
eg,positive,28
egotistical,positive,28
eighty,negative,28
elaine,positive,28
election,negative,28
electrical,negative,28
elevate,positive,28
emerging,negative,28
empathize,negative,28
endured,positive,28
enthusiast,negative,28
enthusiasts,negative,28
epilogue,positive,28
epitome,negative,28
eponymous,positive,28
equality,positive,28
ernie,negative,28
ethics,positive,28
evolve,negative,28
evolving,positive,28
exaggeration,positive,28
excuses,positive,28
exiting,positive,28
expertise,negative,28
exploiting,negative,28
expressing,negative,28
extraneous,negative,28
eyebrow,negative,28
fading,positive,28
fallon,positive,28
farther,negative,28
fawcett,positive,28
feeds,negative,28
figuring,positive,28
filmmaker's,negative,28
fineman,positive,28
finishes,positive,28
finney,negative,28
fitted,positive,28
flare,negative,28
fling,negative,28
flirting,positive,28
flops,negative,28
floriane,positive,28
flu,negative,28
fodder,positive,28
forbid,negative,28
frail,negative,28
fricker,positive,28
fulfilled,negative,28
gabby,negative,28
gale,negative,28
gaming,positive,28
garnered,positive,28
gerald,negative,28
gi,negative,28
goofs,positive,28
gopal,negative,28
gossip,negative,28
graduated,positive,28
grandson,negative,28
greenaway,negative,28
grossly,positive,28
gunfire,negative,28
gunman,positive,28
hacker,negative,28
handedly,negative,28
harper,negative,28
hawk,negative,28
heated,positive,28
heel,positive,28
herzog,negative,28
hockey,positive,28
hoffman's,positive,28
honorable,negative,28
hottest,positive,28
hug,negative,28
hutton,negative,28
hypocritical,negative,28
hysteria,positive,28
idle,negative,28
igor,negative,28
imaginations,positive,28
imagining,positive,28
import,positive,28
inadequate,negative,28
incorporates,positive,28
indelible,positive,28
indicating,negative,28
inferno,negative,28
ingenuity,positive,28
ingredient,positive,28
insects,positive,28
insensitive,negative,28
insomnia,positive,28
instincts,negative,28
intimidating,positive,28
introspective,positive,28
invading,positive,28
invariably,negative,28
iris,positive,28
isabel,positive,28
issued,positive,28
it.i,positive,28
itchy,positive,28
ivory,negative,28
jack's,negative,28
jar,positive,28
jazzy,positive,28
jeez,negative,28
jeopardy,positive,28
john's,negative,28
jolly,negative,28
jonny,positive,28
judas,positive,28
jungles,negative,28
jurassic,positive,28
kentucky,negative,28
kidnappers,negative,28
korda,positive,28
krueger,positive,28
kurosawa's,positive,28
lad,positive,28
lang,negative,28
laurie,negative,28
leachman,positive,28
leaps,positive,28
leguizamo,negative,28
leia,positive,28
leno,negative,28
leonardo,negative,28
leonardo,positive,28
leopard,positive,28
liam,negative,28
lick,positive,28
lili,negative,28
lipstick,negative,28
liquid,negative,28
listless,negative,28
loathing,positive,28
lommel,negative,28
loren,positive,28
lurid,negative,28
luthor,negative,28
macabre,negative,28
mae,negative,28
magically,positive,28
mandatory,positive,28
mandy,positive,28
manipulated,negative,28
manny,positive,28
materials,negative,28
mccoy,negative,28
mcintyre,positive,28
medication,negative,28
memoirs,positive,28
merk,negative,28
metaphors,positive,28
mice,negative,28
might've,negative,28
minghella,positive,28
minnelli,negative,28
miracles,positive,28
mis,negative,28
misadventures,positive,28
mismatched,negative,28
missions,negative,28
moaning,negative,28
molina,positive,28
monastery,positive,28
monks,positive,28
mourning,positive,28
mpaa,negative,28
mutual,negative,28
mystic,positive,28
nadir,negative,28
natured,negative,28
necessity,negative,28
neglected,negative,28
neon,negative,28
newcombe,positive,28
newspapers,negative,28
nominations,negative,28
nora,negative,28
noticing,positive,28
nuff,negative,28
nurses,positive,28
obsessive,negative,28
occupation,negative,28
october,negative,28
odyssey,negative,28
omitted,negative,28
oozes,positive,28
operations,positive,28
orchestrated,positive,28
oregon,positive,28
oriental,negative,28
outcast,negative,28
overuse,negative,28
paperhouse,positive,28
paraphrase,negative,28
park's,positive,28
parole,positive,28
passages,positive,28
peek,positive,28
permanently,positive,28
perversion,positive,28
pesci,positive,28
phyllis,negative,28
platform,positive,28
pope,positive,28
populace,positive,28
porgy,positive,28
posed,positive,28
posts,positive,28
pouring,positive,28
practicing,negative,28
preceded,positive,28
preceding,negative,28
predictability,positive,28
preserve,positive,28
pretensions,negative,28
problematic,negative,28
projection,negative,28
proportion,positive,28
proposal,negative,28
proudly,negative,28
punished,positive,28
purchasing,positive,28
pursues,positive,28
raider,negative,28
realization,negative,28
recalled,positive,28
recap,negative,28
reckon,positive,28
recognizes,positive,28
redeem,positive,28
reduce,positive,28
redundant,positive,28
reflected,negative,28
refusal,positive,28
religions,negative,28
renewed,positive,28
replacing,positive,28
republicans,negative,28
rescuing,negative,28
researched,positive,28
residence,positive,28
responds,negative,28
retire,negative,28
retread,negative,28
roaming,negative,28
robust,positive,28
rodgers,positive,28
rodriguez,negative,28
rosie,negative,28
rounded,negative,28
ruler,positive,28
runtime,positive,28
sailor,negative,28
saints,positive,28
salad,negative,28
sam's,negative,28
sample,positive,28
sap,positive,28
sarkar,negative,28
scaring,negative,28
schemes,negative,28
select,negative,28
serene,positive,28
settlers,positive,28
sexist,positive,28
sharks,positive,28
sheesh,negative,28
shelves,positive,28
sherwood,positive,28
shockingly,positive,28
silva,positive,28
simplicity,negative,28
sister's,negative,28
skies,negative,28
slot,positive,28
slows,negative,28
softcore,positive,28
somethings,positive,28
sopranos,negative,28
sparkle,positive,28
sparse,positive,28
spectacularly,positive,28
speechless,negative,28
speeding,negative,28
spiderman,negative,28
spit,positive,28
spoon,positive,28
sprinkled,positive,28
squirm,negative,28
ss,positive,28
starship,positive,28
storms,positive,28
stray,positive,28
stud,negative,28
stumbling,positive,28
submit,positive,28
succeeding,positive,28
supplied,positive,28
surrounds,negative,28
switzerland,negative,28
synchronized,positive,28
talbot,positive,28
tamil,positive,28
tara,positive,28
tasks,negative,28
temper,negative,28
tenants,positive,28
terrence,negative,28
terrorizing,negative,28
therapist,positive,28
threadbare,negative,28
titta,positive,28
toe,positive,28
tomlinson,positive,28
tori,negative,28
tournament,positive,28
townspeople,positive,28
trademarks,positive,28
traveled,negative,28
triumphant,positive,28
turkeys,negative,28
typecast,positive,28
tyra,positive,28
ubiquitous,negative,28
unborn,negative,28
unemployed,positive,28
unfolded,positive,28
uninspired,positive,28
unoriginal,positive,28
unorthodox,positive,28
unquestionably,positive,28
unstoppable,positive,28
untold,negative,28
utilized,positive,28
uzumaki,positive,28
vacant,negative,28
valerie,negative,28
vanished,negative,28
vanished,positive,28
velvet,negative,28
vessel,negative,28
villages,positive,28
vinci,positive,28
virginity,positive,28
vocals,negative,28
vocals,positive,28
voight,negative,28
vomiting,negative,28
voting,positive,28
vulgarity,negative,28
wb,positive,28
weave,positive,28
welcomed,negative,28
who've,negative,28
workings,positive,28
wrestlemania,negative,28
xavier,positive,28
yay,negative,28
york's,positive,28
zhang,positive,28
1922,positive,27
1942,negative,27
42,negative,27
47,negative,27
5th,negative,27
64,negative,27
700,negative,27
98,negative,27
accolades,positive,27
accompanies,negative,27
accordingly,negative,27
achieving,negative,27
adamson,negative,27
adopt,negative,27
adopts,positive,27
ae,positive,27
afterlife,positive,27
aidan,positive,27
alastair,positive,27
allegory,negative,27
ambulance,negative,27
amok,positive,27
amusingly,positive,27
analyze,negative,27
antidote,positive,27
anxiety,negative,27
appreciates,positive,27
archie,negative,27
artemisia,positive,27
articles,positive,27
artistry,negative,27
ashraf,positive,27
assembly,positive,27
asset,negative,27
assets,positive,27
astonished,negative,27
athletes,negative,27
attracts,negative,27
austria,positive,27
author's,negative,27
awareness,negative,27
awkwardness,positive,27
azaria,positive,27
babysitter,negative,27
baddie,positive,27
bait,positive,27
balloon,negative,27
bandits,negative,27
barnes,negative,27
barry's,positive,27
basics,negative,27
beatles,negative,27
beau,negative,27
beaver,positive,27
beds,negative,27
beef,negative,27
bellucci,positive,27
belonging,positive,27
benefited,positive,27
bernie,positive,27
billion,positive,27
biographical,positive,27
blurb,negative,27
bolivia,positive,27
bolkan,positive,27
bond's,positive,27
borrowing,negative,27
boyfriends,positive,27
braff,negative,27
braindead,negative,27
bratty,negative,27
cad,positive,27
caddyshack,positive,27
caesar,negative,27
camping,positive,27
carlo,negative,27
casa,negative,27
cassandra,positive,27
cassavetes,negative,27
cat's,negative,27
cbc,negative,27
cedric,negative,27
cement,negative,27
chains,negative,27
chairman,positive,27
chandler,positive,27
chemical,positive,27
chew,positive,27
chipmunks,positive,27
choi,positive,27
cigarettes,positive,27
circumstance,negative,27
classmates,negative,27
client,negative,27
coherence,negative,27
coins,positive,27
collected,negative,27
collision,negative,27
colonial,positive,27
combs,positive,27
commanding,negative,27
commentator,positive,27
company's,negative,27
comprehensive,positive,27
conception,negative,27
confronts,negative,27
contacts,positive,27
contemplating,positive,27
contend,positive,27
continual,negative,27
continuation,positive,27
contributes,negative,27
converted,negative,27
cooler,negative,27
coolio,negative,27
coppola's,positive,27
corky,negative,27
craven's,negative,27
criticisms,negative,27
cynicism,negative,27
daphne,negative,27
decadent,positive,27
deceptively,positive,27
definately,positive,27
demeaning,negative,27
depend,negative,27
depraved,negative,27
descriptions,positive,27
desi,positive,27
det,positive,27
detracts,positive,27
devilish,positive,27
dictator,negative,27
diet,negative,27
digest,negative,27
dismal,positive,27
ditto,positive,27
diva,positive,27
diver,positive,27
dizzying,positive,27
dog's,positive,27
domineering,positive,27
dominique,negative,27
drained,positive,27
dramatization,positive,27
dripping,positive,27
du,negative,27
dunst,positive,27
dynamics,negative,27
eastenders,negative,27
ebay,negative,27
eldest,positive,27
electrocuted,negative,27
embarrassment,positive,27
emerged,positive,27
emotionless,positive,27
emptiness,negative,27
emulate,negative,27
enlightenment,negative,27
enraged,negative,27
entity,positive,27
esteem,negative,27
ethics,negative,27
eustache,positive,27
evelyn,negative,27
everett,negative,27
evoked,positive,27
examined,negative,27
execute,negative,27
exhibit,positive,27
exhibited,positive,27
extend,positive,27
extraordinarily,negative,27
extravagant,positive,27
eyebrows,positive,27
fanny,positive,27
fictionalized,positive,27
filmic,negative,27
filter,negative,27
flamboyant,negative,27
fled,positive,27
float,negative,27
float,positive,27
floats,negative,27
floors,negative,27
flops,positive,27
foch,positive,27
foggy,positive,27
foreigners,positive,27
foreshadowing,negative,27
forgivable,negative,27
forgiving,positive,27
frederick,negative,27
fueled,positive,27
gals,positive,27
gambler,positive,27
gamers,positive,27
gandolfini,positive,27
gardner,negative,27
geez,negative,27
generates,positive,27
genesis,positive,27
gibberish,negative,27
gilligan's,negative,27
glow,positive,27
goer,negative,27
goldsworthy's,positive,27
goody,positive,27
gown,positive,27
grabbing,positive,27
graces,negative,27
grammar,negative,27
grease,positive,27
grier,positive,27
grieving,negative,27
grocery,negative,27
grocery,positive,27
guinea,positive,27
guiness,positive,27
gunned,negative,27
gwtw,positive,27
hackenstein,negative,27
hailed,negative,27
hampered,negative,27
handedly,positive,27
harmony,negative,27
hawk's,positive,27
heartbreak,positive,27
heartless,negative,27
hedy,positive,27
helm,negative,27
helplessness,positive,27
henri,positive,27
herein,negative,27
herrings,positive,27
hesitate,negative,27
hiking,negative,27
hiroshima,positive,27
historians,positive,27
hottie,positive,27
housewives,positive,27
hulk,positive,27
hutz,positive,27
hysteria,negative,27
ideology,negative,27
ifc,positive,27
imply,positive,27
impossibly,positive,27
impulse,positive,27
inane,positive,27
inc,positive,27
indicated,negative,27
ingmar,positive,27
ingrid,negative,27
inhabited,positive,27
intellect,positive,27
invested,positive,27
investigates,positive,27
irresponsible,positive,27
irs,positive,27
ivy,positive,27
janice,positive,27
january,negative,27
jeanne,positive,27
jock,positive,27
johnnie,positive,27
johnston,positive,27
joline,positive,27
joyce's,positive,27
junkie,negative,27
kahn's,positive,27
kazaam,negative,27
kitsch,negative,27
klein,positive,27
kurosawa,negative,27
lackluster,positive,27
lamarr,negative,27
lampoon's,negative,27
lana,positive,27
laundry,negative,27
leaning,negative,27
leland's,positive,27
levy,positive,27
lex,negative,27
lifting,negative,27
lil,positive,27
lila,positive,27
liner,positive,27
linger,positive,27
loner,negative,27
lookalike,negative,27
loop,positive,27
lordi,negative,27
lore,positive,27
magnum,positive,27
manga,negative,27
maniacal,positive,27
marching,positive,27
marvin,negative,27
mastered,positive,27
mechanics,negative,27
meetings,negative,27
mercedes,positive,27
mercenary,negative,27
michaels,negative,27
mindset,negative,27
mixes,negative,27
mobsters,negative,27
monaghan,positive,27
monitor,negative,27
moran,positive,27
musically,positive,27
muted,negative,27
nanny,negative,27
nearest,positive,27
neatly,negative,27
needle,positive,27
newspapers,positive,27
nintendo,positive,27
nominee,positive,27
nonstop,positive,27
novelist,negative,27
offspring,negative,27
oldboy,negative,27
oldboy,positive,27
olympic,negative,27
opposition,negative,27
oral,negative,27
orientation,positive,27
ott,negative,27
overwhelmingly,negative,27
pales,negative,27
palmer,negative,27
paresh,positive,27
patekar,positive,27
patsy,negative,27
paul's,positive,27
pauly,negative,27
peaceful,negative,27
peebles,negative,27
perky,positive,27
persuade,negative,27
phones,positive,27
pic,positive,27
pictured,positive,27
picturesque,negative,27
piercing,negative,27
piercing,positive,27
pivotal,negative,27
plausibility,positive,27
playful,negative,27
plotline,negative,27
poke,positive,27
popeye,positive,27
popped,positive,27
port,negative,27
porter,negative,27
portman,negative,27
posting,negative,27
powered,negative,27
prayer,negative,27
predicted,positive,27
preferably,positive,27
pregnancy,negative,27
prepares,positive,27
preserve,negative,27
prices,positive,27
prints,negative,27
progressively,positive,27
promoting,positive,27
prototype,positive,27
pump,negative,27
punched,negative,27
purgatory,positive,27
quintet,negative,27
radioactive,negative,27
raf,positive,27
ravishing,negative,27
realities,negative,27
recognised,positive,27
recollection,positive,27
refugee,negative,27
reliance,negative,27
rene,negative,27
repugnant,negative,27
reserve,positive,27
respecting,negative,27
restraint,negative,27
revolver,positive,27
rewind,positive,27
robocop,positive,27
rodeo,negative,27
rookie,negative,27
roommates,positive,27
rushes,negative,27
russell's,positive,27
sacrificed,positive,27
saddles,negative,27
sade,negative,27
scarcely,negative,27
scene's,positive,27
scenic,positive,27
scoring,negative,27
seal,positive,27
searches,negative,27
seduces,positive,27
seduction,negative,27
selves,positive,27
seventh,negative,27
sgt,negative,27
shabby,negative,27
shade,negative,27
shahrukh,positive,27
shanghai,negative,27
shawshank,positive,27
sheffer,positive,27
shenanigans,negative,27
sherman,negative,27
shove,negative,27
shreds,negative,27
shudder,negative,27
sic,negative,27
sickening,positive,27
signals,negative,27
simone,positive,27
sixteen,positive,27
sleepwalking,negative,27
sloppily,negative,27
smartly,positive,27
smashing,positive,27
smokes,negative,27
soaked,negative,27
socks,negative,27
sofia,positive,27
soles,positive,27
solitude,positive,27
sorvino,negative,27
spans,positive,27
spared,positive,27
spectators,positive,27
spellbound,positive,27
spelling,positive,27
spoofing,negative,27
spreading,negative,27
stalk,negative,27
stepfather,positive,27
stepped,negative,27
stinkers,negative,27
strategy,negative,27
strengths,negative,27
stricken,negative,27
structured,negative,27
stuntman,negative,27
suave,negative,27
suburbs,positive,27
sullavan,positive,27
summed,positive,27
sunk,positive,27
superbly,negative,27
superstars,positive,27
surfer,negative,27
surround,negative,27
suspicions,positive,27
sweetly,positive,27
swings,negative,27
syrup,negative,27
t'aime,positive,27
tailor,positive,27
talkie,negative,27
talky,positive,27
tanks,negative,27
tapping,positive,27
tate,positive,27
technological,positive,27
tens,negative,27
tent,positive,27
terrorism,negative,27
theron,positive,27
throne,negative,27
thurman,positive,27
tolerate,positive,27
toolbox,negative,27
toons,positive,27
townsend,negative,27
transported,negative,27
travelling,negative,27
treasured,positive,27
